"Well Position","Sequence Name","Sequence"
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
0,"",""
